English,Swahili Translations,Swahili Confidences,Luo Translations,Luo Confidences
"Parents, stay vigilant! Protect children from banditry risks.","Wazazi, iweni macho, na kulinda watoto wenu kutokana na hatari za uhalifu.",0.555520923,"Un jonyuol, rituru nyithindu kik hinyre gi timbe mahundu.",0.656044274
"Ensure safety! Schools, address unrest causes promptly.","Shule, zungumzeni haraka mambo yanayosababisha ghasia.",0.413712019,"E skul, wuouru mapiyo e wi gik manyalo kelo koko.",0.53472618
Support students! Provide counseling after protests.,Wasaidie wanafunzi!,0.424358589,Kony jopuonjre!,0.79632238
Plan for safety! Develop school lockdown plans for terror threats.,"Panga mipango ya usalama, tengeneza mipango ya kufungwa kwa shule kwa vitisho vya ugaidi.",0.55203306,"Tim chenro mar rito ngima ji, kendo ikri mar tuech skul nikech timbe mahundu.",0.366347479
Train students! Teach abduction prevention in schools.,Wafundishe kuzuia utekaji nyara katika shule.,0.638907759,Puonjgi mondo kik gikwed joma ogwaro e skul.,0.444704369
"Act now! Communities, prevent FGM to protect girls.","Tenda sasa! Jumuiya, kuzuia FGM kulinda wasichana.",0.608058294,"Joot, geng'o nindruok mar nindruok kik timre ne nyiri.",0.386688372
"Be alert! Communities, report trafficking risks to 116.","Kuwa macho! Jumuiya, ripoti hatari ya biashara ya binadamu kwa 116.",0.579752699,"Ji duto ma ni e piny mangima, nyiso ni ohala ma dhano timo en gima rach ahinya.",0.255539039
Open schools! Enroll refugee children in education.,Fungua shule! Waandikishe watoto wakimbizi katika elimu.,0.715132431,Nyis nyithindo ma oringo thuchegi mondo odhi e skul.,0.493275144
Support nomads! Fund mobile schools for pastoralists.,Kuunga mkono wahamiaji!,0.473213092,Riwo lwedo joma owuok e pinje mamoko!,0.554453807
Provide aids! Supply sign language tools for deaf students.,Toa vifaa vya lugha ya ishara kwa wanafunzi viziwi.,0.641501063,Chiw ne jopuonjre momin gik ma ginyalo puonjore e dho momni.,0.447635369
Upgrade dorms! Install fire exits in schools.,Weka njia za kutokea moto katika shule.,0.415903346,Keturu chenro mar tieko mach e skul.,0.392915416
Connect rural schools! Provide internet for learning.,Unganisha shule za mashambani!,0.622680738,Wuouru e wi skul ma ne ni e gweng'no!,0.378042213
"Implement policies! Schools, prevent gender-based violence.","Kufuatilia sera! Shule, kuzuia vurugu za kijinsia.",0.485852706,"Puonjruok chike, skul, geng'o timbe gero mag nindruok.",0.505925626
Continue learning! Support schools in drought zones.,Endelea kujifunza!,0.62831979,Dhi nyime puonjori!,0.786540596
Raise awareness! Educate on landslide risks in schools.,Kuongeza ufahamu! Kufundisha juu ya hatari za maporomoko ya ardhi katika shule.,0.5318754,Ji mang'eny puonjore ni nitie masira mar apaka e skul.,0.305658885
"Communities, support schools! Contribute to fee payments.","Jumuiya, kusaidia shule!",0.610340681,"Joot, konyuru skul!",0.492224303
Repair schools! Rebuild flood-damaged infrastructure.,"Rekebisha shule, na kujenga upya miundombinu iliyoharibiwa na mafuriko.",0.660023115,Gero skul kendo gero ute ma ne okethore nikech ataro.,0.415324909
Upgrade facilities! Install clean water systems in schools.,Weka mifumo ya maji safi katika shule.,0.614388942,Ket chenro mar pi maler e skul.,0.531699551
Secure schools! Install fences to prevent banditry.,Weka mipaka ili kuzuia uhalifu.,0.505072509,Ket tong' mondo kik iketh chik.,0.459985656
Train staff! Address student unrest proactively.,Wafanyakazi wa Treni!,0.400055433,Jotich ma ne Tiyo e Raka!,0.360972067
Educate students! Teach protest safety in schools.,Wafundishe wanafunzi! Wafundishe usalama wa maandamano katika shule.,0.713002424,Puonjgi rito ji e skul.,0.293230674
Provide resources! Fund mental health programs in schools.,Toa rasilimali!,0.45505472,Chiw kony!,0.511883861
"Parents, be alert! Report terror risks near schools.","Wazazi, iweni waangalifu!",0.608689462,"Un jonyuol, tang'uru!",0.781717873
"Communities, stay safe! Prevent abductions near schools.","Jumuiya, kaa salama!",0.505446833,"Joot, ritreuru!",0.457049247
Protect girls! Include FGM prevention in school programs.,Weka kuzuia FGM katika programu za shule.,0.520672278,Ket chenro mar somo e skul mondo kik mon ji nindre gi mon ma mon.,0.295030169
Train teachers! Educate on trafficking prevention.,Wafundishe walimu kuhusu kuzuia biashara ya watu.,0.499634242,Puonj jopuonjni kaka ginyalo geng'o wuoth ma kamano.,0.427041099
Support teachers! Train educators for refugee students.,Wafundishe walimu wa wanafunzi wakimbizi.,0.499481593,Puonj jopuonj mag nyithindo ma oringo thuchegi.,0.646261869
Fund education! Support nomadic schools for pastoralists.,Kuunga mkono elimu! Kuunga mkono shule za wasafiri kwa ajili ya wachungaji.,0.549164707,Riwruok mar Joneno mag Jehova konyo e puonjo ji Muma!,0.326107148
Include deaf students! Provide sign language training.,Wafundishe wanafunzi viziwi!,0.439153502,Puonj jopuonjre ma itgi odino!,0.685181002
Educate students! Teach fire safety in schools.,Wafundishe wanafunzi! Wafundishe usalama wa moto katika shule.,0.748177607,Puonjgi rito mach e skul.,0.418619234
Ensure access! Provide digital platforms for all students.,Hakikisha upatikanaji! Kutoa majukwaa digital kwa wanafunzi wote.,0.660847658,Tim kinda mondo iyud thuolo mar somo e yo mayot!,0.305821285
Protect students! Create GBV-free school environments.,Wakihifadhi wanafunzi! Unda mazingira ya shule yasiyo na GBV.,0.473724656,Timuru kamano mondo kik ubed gi tuoche mag GBV e skul.,0.349055524
Feed kids! Support meal programs in drought zones.,Walishe watoto!,0.477057943,Piduru nyithindu!,0.650333953
Secure schools! Prepare for landslides in high-risk areas.,Jitayarishe kwa ajili ya mafuriko katika maeneo yenye hatari kubwa.,0.61128242,Ikri ne ataro ma biro timore kuonde ma masira nitie.,0.490419058
Help students! Pay fees to support school operations.,Wasaidie wanafunzi!,0.48544643,Kony jopuonjre!,0.79632238
Train students! Practice flood evacuation in schools.,Wazoeze wanafunzi kuondoa mafuriko katika shule.,0.57031513,Tieg nyithindo mondo otieg skul.,0.407215354
Train teachers! Teach cholera prevention in schools.,Wafundishe walimu kuzuia ugonjwa wa kipindupindu katika shule.,0.511961499,Puonj jopuonjri kaka ginyalo geng'o tuo mar kahera e skul.,0.563113758
Educate communities! Teach banditry prevention near schools.,Wafundishe jamii kuzuia uhalifu karibu na shule.,0.529715224,Puonjgi mondo gikwed timbe mahundu machiegni gi skul.,0.540118691
Engage students! Create forums to address unrest.,Wafanye wanafunzi wajihusishe!,0.457231614,Mi jopuonjre thuolo mar timo kamano!,0.43714313
Train teachers! Teach protest safety protocols.,Wafundishe walimu!,0.427066208,Puonj jopuonj!,0.704408368
Support students! Fund school mental health services.,Kuunga mkono wanafunzi!,0.562323182,Riwuru lwedo jopuonjre!,0.508765831
Educate students! Teach terror prevention in schools.,Wafundishe wanafunzi! Wafundishe kuzuia ugaidi katika shule.,0.716382519,Puonjgi mondo gikwed timbe mahundu e skul.,0.527174513
Teach safety! Include abduction prevention in curricula.,Kufundisha usalama!,0.393737659,Puonjo ji rito ngimagi!,0.539546281
Educate parents! Teach FGM risks to protect girls.,"Wafundishe wazazi, wafundishe hatari za kuharibiwa kwa uzazi wa kike ili kuwalinda wasichana.",0.521842358,"Puonj jonyuol, puonjgi gik manyalo ketho ich mon mondo girit nyiri.",0.473689947
"Ensure safety! Schools, prevent trafficking risks.","Hakikisha usalama! Shule, kuzuia hatari za biashara.",0.58854923,"Bed gi ritruok, skul, ritruok kuom gik manyalo hinyo ohala.",0.376778933
Fund schools! Support education for refugee children.,Kuunga mkono elimu kwa watoto wakimbizi.,0.626687824,Riwo lwedo somo mar nyithindo ma oringo thuchegi.,0.659049176
Support nomads! Fund programs for nomadic schools.,Kuunga mkono wanamgambo!,0.433994056,Riw lwedo joma kedo!,0.476177049
Provide mobility! Supply wheelchairs for disabled students.,Wape wanafunzi wenye ulemavu viti vya magurudumu.,0.680192473,Chiw kombe mag rang'onde ne jopuonjre ma nigi midekre.,0.542029273
Inspect dorms! Ensure fire safety compliance in schools.,Hakikisha usalama wa moto katika shule.,0.592723082,Tem matek mondo kik mach mach mach e skul.,0.310281298
Train teachers! Support digital learning for all students.,Wazoeze walimu! Kuunga mkono kujifunza kwa digital kwa wanafunzi wote.,0.603098777,Tieg jopuonj! Ti gi digital e puonjo nyithindo duto.,0.530245339
"Raise awareness! Schools, educate on GBV prevention.","Kuongeza ufahamu! Shule, kuelimisha juu ya kuzuia GBV.",0.658553831,"Meduru ng'eyo! Skul, puonjuru ji e wi geng'o tuo mar GBV.",0.45951157
Support schools! Fund education in drought-affected areas.,Kuunga mkono shule! Kuunga mkono elimu katika maeneo yaliyoathiriwa na ukame.,0.717762376,Riwruok mar Joneno mag Jehova konyo e puonjo ji e alwora ma kech ne nitie.,0.34957806
Educate teachers! Teach landslide safety in schools.,Wafundishe walimu! Wafundishe usalama wa maporomoko ya ardhi katika shule.,0.710441351,Puonj jopuonjgi! Puonjgi rito alwora mar skul.,0.370045748
Fund schools! Ensure timely capitation for stability.,Fund shule! kuhakikisha wakati capitation kwa utulivu.,0.496942404,Ne giwacho ni ne gin gi paro mowinjore kuom wach somo.,0.164799459
Build safely! Install flood-resistant school structures.,"Jenga shule kwa usalama, na uweke majengo ya shule yenye kuhimili mafuriko.",0.451980508,"Teguru skul e yo maber, kendo keturu ute mag skul ma ok nyal yud pi.",0.362169866
Ensure safe drinking! Provide clean water in schools.,Hakikisha kwamba kuna maji salama ya kunywa!,0.505821278,Tem neno ni nitie pi modho maber!,0.490617641
Train communities! Teach banditry prevention near schools.,Mafunzo ya kuzuia uhalifu karibu na shule.,0.553161741,Puonjruok ma itimo e alwora mar skul.,0.445620843
"Implement protocols! Schools, address unrest safely.","Shirikiana na shule, kazia wasiwasi kwa usalama.",0.359394273,"Bed machiegni gi skul, kendo ket pachi kuom weche motudore gi ritruok.",0.463062851
Raise awareness! Educate students on protest safety.,Kuongeza ufahamu! Wafundishe wanafunzi juu ya usalama wa maandamano.,0.605149063,Jiw jopuonjre mondo ong'e kaka ginyalo rito ripot.,0.361729291
Fund programs! Support mental health in schools.,Kuunga mkono programu za kusaidia afya ya akili katika shule.,0.554592282,Riwo lwedo chenro mag konyo nyithindo bedo gi paro mowinjore e skul.,0.527499903
Secure schools! Implement terror prevention measures.,"Kuweka shule salama, kutekeleza hatua za kuzuia ugaidi.",0.573314515,"Timo skunde obed ma onge tuoche, kendo kawo okang' mar geng'o timbe mahundu.",0.487695468
Raise awareness! Teach abduction prevention in schools.,Kuongeza ufahamu! Kufundisha kuzuia utekaji nyara katika shule.,0.629586314,Puonjruok e wi wach mako ji e skul.,0.342392762
"Protect girls! Schools, prevent FGM risks.","Kulinda wasichana, shule, kuzuia hatari za FGM.",0.664604594,"Rito nyiri, skul, geng'o timbe mag nindruok.",0.478200712
Train students! Teach trafficking prevention in schools.,Wafundishe wanafunzi kuzuia biashara ya watu katika shule.,0.515535185,Puonj nyithindo mondo kik gitim ohala e skul.,0.521773134
Ensure safety! Protect refugee students in schools.,Hakikisha usalama! Walinde wanafunzi wakimbizi katika shule.,0.702142276,Beduru gi ritruok! Rituru nyithindo ma oringo e skul.,0.415288117
Secure nomads! Protect mobile schools from risks.,Wakihifadhi wahamiaji!,0.410491776,Ne giweyo joma ne odar!,0.301303298
Support learning! Provide visual aids for blind students.,Kusaidia kujifunza! Toa misaada ya kuona kwa wanafunzi vipofu.,0.58909896,Konyo jopuonjre ma muofni mondo one.,0.463498095
Train staff! Teach fire safety protocols in schools.,Wafanyikazi wa treni! Kufundisha itifaki za usalama wa moto katika shule.,0.639735427,Jotich ma tiyo e gach reru puonjo ji chike mag ritruok e kind mach e skul.,0.453795079
Ensure inclusion! Provide digital access for all students.,Hakikisha uingizaji! Kutoa upatikanaji wa dijiti kwa wanafunzi wote.,0.600686986,Bed gadier ni idonjo e skundno!,0.39763987
Train students! Teach GBV prevention in schools.,Wafundishe wanafunzi kuzuia GBV katika shule.,0.538773877,Puonj nyithindo geng'o tuo mar GBV e skul.,0.610328272
Support schools! Provide resources in drought areas.,Kuunga mkono shule!,0.460771477,Riwo lwedo skul!,0.64304998
Train teachers! Prepare for landslide safety in schools.,Wafundishe walimu!,0.432413962,Puonj jopuonj!,0.704408368
"Support education! Communities, fund school fees.","Kuunga mkono elimu! Jumuiya, fedha za shule.",0.613295023,"Riwruok mar oganda, pesa mag skul.",0.480261131
Educate students! Teach flood safety in schools.,Wafundishe wanafunzi! Wafundishe usalama wa mafuriko katika shule.,0.753027981,Puonjgi mondo gibed gi yie motegno.,0.29059029
Train students! Teach cholera prevention in schools.,Wafundishe wanafunzi kuzuia ugonjwa wa kipindupindu katika shule.,0.538050048,Puonj nyithindo geng'o tuo mar kahera e skul.,0.558197331
Rift Valley Technical Training Institute leads in competency-based TVET.,Rift Valley Technical Training Institute inaongoza katika elimu ya juu ya televisheni.,0.533767584,Rift Valley Technical Training Institute en riwruok ma tayo somo mag televison.,0.587316231
KTTC renamed to focus solely on training TVET instructors.,KTTC jina upya ili kuzingatia tu mafunzo ya walimu TVET.,0.652035154,KTTC noloko nyingno mondo omi otieg jopuonj mag TVET kende.,0.480889553
"The rise of Technical and Vocational Education and Training (TVET) in Kenya represents a shift toward a more practical and inclusive approach to education. By focusing on skills development that directly responds to the needs of the labor market, TVET programs are helping to bridge the gap between education and employment, reduce youth unemployment, and drive economic growth.","Kuongezeka kwa elimu na mafunzo ya kiufundi na kitaaluma (TVET) nchini Kenya inawakilisha mabadiliko kuelekea njia ya mazoezi na ya pamoja zaidi ya elimu. Kwa kuzingatia maendeleo ya ujuzi ambayo hujibu moja kwa moja mahitaji ya soko la kazi, programu za TVET zinasaidia kuziba pengo kati ya elimu na ajira, kupunguza ukosefu wa ajira kati ya vijana, na kuendesha ukuaji wa uchumi.",0.742596254,"Medruok mar tiegruok kod tiegruok e weche mag tiegruok kod tich (TVET) e piny Kenya nyiso lokruok e yo ma tiegruok kod tiegruok oriwogo ji duto. Kuom timo dongruok e lony ma nyalo konyo e chopo dwaro mag piny tich, program mag TVET konyo tieko pogruok mantie e kind tiegruok kod tich, tieko yuto mar rowere, kendo jiwo dongruok mar ohala.",0.479207732
Martial arts used to instill discipline and offer career paths.,Ufundi wa kupigana uliotumiwa kufundisha nidhamu na kutoa njia za kazi.,0.616535301,Ne oti gi tim lweny e puonjo ji mondo oriegi kendo mondo gitim gik ma dwarore.,0.298710555
"Becomes Technical University of Mombasa, offering modern TVET.","Inakuwa Chuo Kikuu cha Ufundi cha Mombasa, kutoa TVET kisasa.",0.698120387,"Bang'e, ne olend e skul mar Mombasa, kendo ne olend e pinyno e yo ma ne itiyogo e loso televison.",0.268796097
Build your future! Join TVET programs for technical skills.,Jenga wakati wako ujao! Jiunge na programu za TVET kwa ujuzi wa kiufundi.,0.643406151,Tim chenro mar bedo gi kinde mabiro!,0.364657331
Learn farming! Enroll in agricultural vocational courses.,Jifunze kilimo! Jiandikishe katika kozi za kitaaluma za kilimo.,0.728405624,Puonjri weche mag pur!,0.492289722
Work and learn! Join vocational training at Kiambu Industrial Park.,Fanya kazi na ujifunze! Jiunge na mafunzo ya kitaaluma katika Kiambu Industrial Park.,0.70079318,Tim kendo ipuonjri! Dhi e Kiambu Industrial Park mondo iyud tiegruok.,0.520691622
Empower women! Enroll in vocational training for women.,Wawezesha wanawake! Jiandikishe katika mafunzo ya kitaaluma kwa wanawake.,0.533372993,Dhi e tiegruok mar tiego mon.,0.436739483
Start your business! Join TVET entrepreneurship courses.,Kuanza biashara yako! Jiunge na kozi ya ujasiriamali TVET.,0.629123218,Tim chenro mar chako ohala!,0.36818555
Build skills! Enroll in construction training programs.,Jiunge na programu za mafunzo ya ujenzi.,0.64598433,Dhi e tiegruok mag gedo.,0.589685044
Sew your future! Join textile vocational courses in Kitui.,Fanya kazi ya kutengeneza nguo katika kitui.,0.444059602,Tim tich mar loso lewni e dho ot.,0.381522433
